0,1,2,3,4,5,6,7,8,9
0.8700835613592247,0.25306779768279175,0.3660212304101623,0.13900638109660324,0.22858624812921646,0.036813869498500296,0.7446920894565914,0.30421970052023584,0.31991671670221633,0.7437623275613897
0.3238419411814144,0.7317147934717683,0.2970370218144942,0.7301388985255303,0.04018062956389368,0.8364122400662076,0.8736673097104799,0.6459067114465866,0.41837662743325954,0.38168486840446625
0.49038779605836136,0.2603261225151512,0.5435478666604684,0.5921348925233262,0.7945897286915501,0.4000723436119069,0.7438083612841222,0.008652123755925167,0.15029723641496573,0.23832877720881773
0.034132765828964406,0.7114018255572506,0.19453191642064516,0.6390192932040003,0.9843841707697698,0.2529668263366457,0.8440403586413887,0.4795049651544967,0.034654375999090825,0.3150264007774175
0.6223956971017595,0.6917591710512804,0.44858780873384396,0.02383445001125728,0.8702751726940167,0.09439062891855765,0.16151004820101267,0.0802939028191153,0.6795678316449223,0.34789498374988703
0.6961562511925599,0.8132310362834321,0.37757115483509607,0.8445066277757014,0.819851960901375,0.16876183214016882,0.1969331951619928,0.8263388151664344,0.8364507939148041,0.587744584259062
0.18542703437229058,0.45633625388108,0.3544555875463721,0.06427371119533842,0.08161692090601913,0.8544603692982015,0.31834506106019367,0.23647026515345715,0.6632538738148775,0.9909428873488778
0.3726903783549147,0.3117804120106231,0.5284883300940997,0.38068536106777107,0.9882420459163535,0.8923798208289876,0.09903008037007899,0.9765160937639893,0.5507492416579927,0.07297637578513361
0.7996056557765061,0.0404123094595773,0.2694136916397414,0.9883834194140492,0.7848201398354724,0.1309743115184916,0.33796713169761183,0.11242192329860656,0.7405327366710287,0.3120249264052114
0.8113261843495193,0.7108475288693188,0.965691926056792,0.5597227178610868,0.9478731497851719,0.6864897253838869,0.505501589348662,0.14269867884459775,0.7175887632591066,0.9364843386591214
0.054037204401457095,0.24597320558291114,0.2317667176153042,0.3571568071457386,0.5005316052606729,0.1368586450678666,0.5653939261514185,0.44314224985420214,0.2696455510008636,0.3880707567849492
0.3295964921128426,0.6340948193882435,0.8358358267944915,0.8842887578425588,0.712752826156927,0.07113424656239387,0.1572934236758421,0.36402404144149836,0.3833107810587242,0.9829201405682908
0.046228472161066736,0.7330266377059667,0.6934968461397886,0.6823883973907577,0.347974093150215,0.3599030768331586,0.5024954326842743,0.15012852782568287,0.2549008783293665,0.8176801851588735
0.6987865297139653,0.5853511000286227,0.9247571217820469,0.1990768620022535,0.0151706656901206,0.005070638775666381,0.17552196990771984,0.5448127230358877,0.8540819787358889,0.041792370798041656
0.3869939203448062,0.20446201484685855,0.716213044440508,0.48543307641405087,0.6715889596548988,0.3044053089895139,0.6281930781433859,0.9113818500010915,0.6591734414100011,0.15968477226179156
0.3169547923987195,0.39933042979665334,0.3582260712402833,0.5118280094099905,0.14367747376091045,0.649098475401934,0.2921503116891164,0.830152681132156,0.5975769568005721,0.2901424254978916
0.23821980938201603,0.7782887588115143,0.8744758504800959,0.5291218717670382,0.9922955557224831,0.4235930442124093,0.9908348665178347,0.8626368219180058,0.3635359460440011,0.18795759616303154
